,Title,Model,Fuel,Engine,Transmission_type,Location,Price
231,Audi e-tron  2021  for Sale,2021,Electric,95.0 kWh,Automatic,Lahore,PKR 2.65 crore
232,Lexus RX Series  2017 450H for Sale,2017,Petrol,3500 cc,Automatic,Lahore,PKR 2.32 crore
233,Mercedes Benz C Class  2008 C200 for Sale,2008,Petrol,1800 cc,Automatic,Lahore,PKR 45.5 lacs
234,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Lahore,PKR 52.5 lacs
235,Toyota Vitz  2002 FL 1.0 for Sale,2002,Petrol,1000 cc,Automatic,Lahore,PKR 15.95 lacs
236,Suzuki Cultus  2016 EURO II for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 12.9 lacs
237,Mercedes Benz E Class  2018 E200 Exclusive for...,2018,Petrol,2000 cc,Automatic,Lahore,PKR 2 crore
238,Mercedes Benz E Class Estate  2010 E 350 4MATI...,2010,Petrol,3799 cc,Automatic,Lahore,PKR 72 lacs
239,Mercedes Benz S Class  2004  for Sale,2004,Petrol,3500 cc,Automatic,Lahore,PKR 50 lacs
240,Changan Alsvin  2022 1.5L DCT Lumiere for Sale,2022,Petrol,1500 cc,Automatic,Khanewal,PKR 31 lacs
241,Honda Civic  2022  for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,PKR 60.25 lacs
242,Honda BR-V  2018 i-VTEC S for Sale,2018,Petrol,1500 cc,Automatic,Karachi,PKR 33.49 lacs
243,Suzuki Wagon R  2011 Limited for Sale,2011,Petrol,660 cc,Automatic,Islamabad,PKR 13.4 lacs
244,Honda City  2012 1.3 i-VTEC for Sale,2012,Petrol,1300 cc,Manual,Islamabad,PKR 20.3 lacs
245,Suzuki Alto  2008 VXR (CNG) for Sale,2008,Petrol,1000 cc,Manual,Lahore,PKR 8.5 lacs
246,Toyota Vitz  1999 F 1.0 for Sale,1999,Petrol,1000 cc,Automatic,Peshawar,PKR 11.9 lacs
247,KIA Stonic  2022 EX+ for Sale,2022,Petrol,1400 cc,Automatic,Faisalabad,PKR 46.3 lacs
248,Honda Civic  2022 Oriel Prosmatec UG for Sale,2022,Petrol,1800 cc,Automatic,Faisalabad,PKR 52 lacs
249,Suzuki Wagon R  2017 FX Limited for Sale,2017,Petrol,660 cc,Automatic,Lahore,PKR 17.5 lacs
250,Daihatsu Charade  1986 CX Turbo for Sale,1986,Petrol,1000 cc,Manual,Peshawar,PKR 4.2 lacs
251,Honda Civic  2018  for Sale,2018,Petrol,1800 cc,Automatic,Islamabad,PKR 36.9 lacs
252,Honda City  2020 Aspire Prosmatec 1.5 i-VTEC f...,2020,Petrol,1500 cc,Automatic,Hyderabad,PKR 32.5 lacs
253,Audi e-tron  2021  for Sale,2021,Electric,95.0 kWh,Automatic,Lahore,PKR 2.65 crore
254,Lexus RX Series  2017 450H for Sale,2017,Petrol,3500 cc,Automatic,Lahore,PKR 2.32 crore
255,Mercedes Benz C Class  2008 C200 for Sale,2008,Petrol,1800 cc,Automatic,Lahore,PKR 45.5 lacs
256,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Lahore,PKR 52.5 lacs
257,Toyota Vitz  2002 FL 1.0 for Sale,2002,Petrol,1000 cc,Automatic,Lahore,PKR 15.95 lacs
258,Suzuki Cultus  2016 EURO II for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 12.9 lacs
259,Mercedes Benz E Class  2018 E200 Exclusive for...,2018,Petrol,2000 cc,Automatic,Lahore,PKR 2 crore
260,Mercedes Benz E Class Estate  2010 E 350 4MATI...,2010,Petrol,3799 cc,Automatic,Lahore,PKR 72 lacs
261,Mercedes Benz S Class  2004  for Sale,2004,Petrol,3500 cc,Automatic,Lahore,PKR 50 lacs
262,Changan Alsvin  2022 1.5L DCT Lumiere for Sale,2022,Petrol,1500 cc,Automatic,Khanewal,PKR 31 lacs
263,Honda Civic  2022  for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,PKR 60.25 lacs
264,Honda BR-V  2018 i-VTEC S for Sale,2018,Petrol,1500 cc,Automatic,Karachi,PKR 33.49 lacs
265,Suzuki Wagon R  2011 Limited for Sale,2011,Petrol,660 cc,Automatic,Islamabad,PKR 13.4 lacs
266,Honda City  2012 1.3 i-VTEC for Sale,2012,Petrol,1300 cc,Manual,Islamabad,PKR 20.3 lacs
267,Suzuki Alto  2008 VXR (CNG) for Sale,2008,Petrol,1000 cc,Manual,Lahore,PKR 8.5 lacs
268,Toyota Vitz  1999 F 1.0 for Sale,1999,Petrol,1000 cc,Automatic,Peshawar,PKR 11.9 lacs
269,KIA Stonic  2022 EX+ for Sale,2022,Petrol,1400 cc,Automatic,Faisalabad,PKR 46.3 lacs
270,Honda Civic  2022 Oriel Prosmatec UG for Sale,2022,Petrol,1800 cc,Automatic,Faisalabad,PKR 52 lacs
271,Suzuki Wagon R  2017 FX Limited for Sale,2017,Petrol,660 cc,Automatic,Lahore,PKR 17.5 lacs
272,Daihatsu Charade  1986 CX Turbo for Sale,1986,Petrol,1000 cc,Manual,Peshawar,PKR 4.2 lacs
273,Honda Civic  2018  for Sale,2018,Petrol,1800 cc,Automatic,Islamabad,PKR 36.9 lacs
274,Honda City  2020 Aspire Prosmatec 1.5 i-VTEC f...,2020,Petrol,1500 cc,Automatic,Hyderabad,PKR 32.5 lacs
275,Honda Civic Eagle Eye 2005 VTi Oriel 1.6 for Sale,2005,Petrol,1600 cc,Manual,Nowshera,PKR 18 lacs
276,Audi e-tron  2021  for Sale,2021,Electric,95.0 kWh,Automatic,Lahore,PKR 2.65 crore
277,Lexus RX Series  2017 450H for Sale,2017,Petrol,3500 cc,Automatic,Lahore,PKR 2.32 crore
278,Mercedes Benz C Class  2008 C200 for Sale,2008,Petrol,1800 cc,Automatic,Lahore,PKR 45.5 lacs
279,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Lahore,PKR 52.5 lacs
280,Toyota Vitz  2002 FL 1.0 for Sale,2002,Petrol,1000 cc,Automatic,Lahore,PKR 15.95 lacs
281,Suzuki Cultus  2016 EURO II for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 12.9 lacs
282,Mercedes Benz E Class  2018 E200 Exclusive for...,2018,Petrol,2000 cc,Automatic,Lahore,PKR 2 crore
283,Mercedes Benz E Class Estate  2010 E 350 4MATI...,2010,Petrol,3799 cc,Automatic,Lahore,PKR 72 lacs
284,Mercedes Benz S Class  2004  for Sale,2004,Petrol,3500 cc,Automatic,Lahore,PKR 50 lacs
285,Changan Alsvin  2022 1.5L DCT Lumiere for Sale,2022,Petrol,1500 cc,Automatic,Khanewal,PKR 31 lacs
286,Honda Civic  2022  for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,PKR 60.25 lacs
287,Honda BR-V  2018 i-VTEC S for Sale,2018,Petrol,1500 cc,Automatic,Karachi,PKR 33.49 lacs
288,Suzuki Wagon R  2011 Limited for Sale,2011,Petrol,660 cc,Automatic,Islamabad,PKR 13.4 lacs
289,Honda City  2012 1.3 i-VTEC for Sale,2012,Petrol,1300 cc,Manual,Islamabad,PKR 20.3 lacs
290,Suzuki Alto  2008 VXR (CNG) for Sale,2008,Petrol,1000 cc,Manual,Lahore,PKR 8.5 lacs
291,Toyota Vitz  1999 F 1.0 for Sale,1999,Petrol,1000 cc,Automatic,Peshawar,PKR 11.9 lacs
292,KIA Stonic  2022 EX+ for Sale,2022,Petrol,1400 cc,Automatic,Faisalabad,PKR 46.3 lacs
293,Honda Civic  2022 Oriel Prosmatec UG for Sale,2022,Petrol,1800 cc,Automatic,Faisalabad,PKR 52 lacs
294,Suzuki Wagon R  2017 FX Limited for Sale,2017,Petrol,660 cc,Automatic,Lahore,PKR 17.5 lacs
295,Daihatsu Charade  1986 CX Turbo for Sale,1986,Petrol,1000 cc,Manual,Peshawar,PKR 4.2 lacs
296,Honda Civic  2018  for Sale,2018,Petrol,1800 cc,Automatic,Islamabad,PKR 36.9 lacs
297,Honda City  2020 Aspire Prosmatec 1.5 i-VTEC f...,2020,Petrol,1500 cc,Automatic,Hyderabad,PKR 32.5 lacs
298,Honda Civic Eagle Eye 2005 VTi Oriel 1.6 for Sale,2005,Petrol,1600 cc,Manual,Nowshera,PKR 18 lacs
299,Honda Vezel  2014 Hybrid Z for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 36 lacs
300,Audi e-tron  2021  for Sale,2021,Electric,95.0 kWh,Automatic,Lahore,PKR 2.65 crore
301,Lexus RX Series  2017 450H for Sale,2017,Petrol,3500 cc,Automatic,Lahore,PKR 2.32 crore
302,Mercedes Benz C Class  2008 C200 for Sale,2008,Petrol,1800 cc,Automatic,Lahore,PKR 45.5 lacs
303,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Lahore,PKR 52.5 lacs
304,Toyota Vitz  2002 FL 1.0 for Sale,2002,Petrol,1000 cc,Automatic,Lahore,PKR 15.95 lacs
305,Suzuki Cultus  2016 EURO II for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 12.9 lacs
306,Mercedes Benz E Class  2018 E200 Exclusive for...,2018,Petrol,2000 cc,Automatic,Lahore,PKR 2 crore
307,Mercedes Benz E Class Estate  2010 E 350 4MATI...,2010,Petrol,3799 cc,Automatic,Lahore,PKR 72 lacs
308,Mercedes Benz S Class  2004  for Sale,2004,Petrol,3500 cc,Automatic,Lahore,PKR 50 lacs
309,Changan Alsvin  2022 1.5L DCT Lumiere for Sale,2022,Petrol,1500 cc,Automatic,Khanewal,PKR 31 lacs
310,Honda Civic  2022  for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,PKR 60.25 lacs
311,Honda BR-V  2018 i-VTEC S for Sale,2018,Petrol,1500 cc,Automatic,Karachi,PKR 33.49 lacs
312,Suzuki Wagon R  2011 Limited for Sale,2011,Petrol,660 cc,Automatic,Islamabad,PKR 13.4 lacs
313,Honda City  2012 1.3 i-VTEC for Sale,2012,Petrol,1300 cc,Manual,Islamabad,PKR 20.3 lacs
314,Suzuki Alto  2008 VXR (CNG) for Sale,2008,Petrol,1000 cc,Manual,Lahore,PKR 8.5 lacs
315,Toyota Vitz  1999 F 1.0 for Sale,1999,Petrol,1000 cc,Automatic,Peshawar,PKR 11.9 lacs
316,KIA Stonic  2022 EX+ for Sale,2022,Petrol,1400 cc,Automatic,Faisalabad,PKR 46.3 lacs
317,Honda Civic  2022 Oriel Prosmatec UG for Sale,2022,Petrol,1800 cc,Automatic,Faisalabad,PKR 52 lacs
318,Suzuki Wagon R  2017 FX Limited for Sale,2017,Petrol,660 cc,Automatic,Lahore,PKR 17.5 lacs
319,Daihatsu Charade  1986 CX Turbo for Sale,1986,Petrol,1000 cc,Manual,Peshawar,PKR 4.2 lacs
320,Honda Civic  2018  for Sale,2018,Petrol,1800 cc,Automatic,Islamabad,PKR 36.9 lacs
321,Honda City  2020 Aspire Prosmatec 1.5 i-VTEC f...,2020,Petrol,1500 cc,Automatic,Hyderabad,PKR 32.5 lacs
322,Honda Civic Eagle Eye 2005 VTi Oriel 1.6 for Sale,2005,Petrol,1600 cc,Manual,Nowshera,PKR 18 lacs
323,Honda Vezel  2014 Hybrid Z for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 36 lacs
324,Toyota Camry  2019 High Grade for Sale,2019,Petrol,2500 cc,Automatic,Islamabad,PKR 1.55 crore
325,Audi e-tron  2021  for Sale,2021,Electric,95.0 kWh,Automatic,Lahore,PKR 2.65 crore
326,Lexus RX Series  2017 450H for Sale,2017,Petrol,3500 cc,Automatic,Lahore,PKR 2.32 crore
327,Mercedes Benz C Class  2008 C200 for Sale,2008,Petrol,1800 cc,Automatic,Lahore,PKR 45.5 lacs
328,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Lahore,PKR 52.5 lacs
329,Toyota Vitz  2002 FL 1.0 for Sale,2002,Petrol,1000 cc,Automatic,Lahore,PKR 15.95 lacs
330,Suzuki Cultus  2016 EURO II for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 12.9 lacs
331,Mercedes Benz E Class  2018 E200 Exclusive for...,2018,Petrol,2000 cc,Automatic,Lahore,PKR 2 crore
332,Mercedes Benz E Class Estate  2010 E 350 4MATI...,2010,Petrol,3799 cc,Automatic,Lahore,PKR 72 lacs
333,Mercedes Benz S Class  2004  for Sale,2004,Petrol,3500 cc,Automatic,Lahore,PKR 50 lacs
334,Changan Alsvin  2022 1.5L DCT Lumiere for Sale,2022,Petrol,1500 cc,Automatic,Khanewal,PKR 31 lacs
335,Honda Civic  2022  for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,PKR 60.25 lacs
336,Honda BR-V  2018 i-VTEC S for Sale,2018,Petrol,1500 cc,Automatic,Karachi,PKR 33.49 lacs
337,Suzuki Wagon R  2011 Limited for Sale,2011,Petrol,660 cc,Automatic,Islamabad,PKR 13.4 lacs
338,Honda City  2012 1.3 i-VTEC for Sale,2012,Petrol,1300 cc,Manual,Islamabad,PKR 20.3 lacs
339,Suzuki Alto  2008 VXR (CNG) for Sale,2008,Petrol,1000 cc,Manual,Lahore,PKR 8.5 lacs
340,Toyota Vitz  1999 F 1.0 for Sale,1999,Petrol,1000 cc,Automatic,Peshawar,PKR 11.9 lacs
341,KIA Stonic  2022 EX+ for Sale,2022,Petrol,1400 cc,Automatic,Faisalabad,PKR 46.3 lacs
342,Honda Civic  2022 Oriel Prosmatec UG for Sale,2022,Petrol,1800 cc,Automatic,Faisalabad,PKR 52 lacs
343,Suzuki Wagon R  2017 FX Limited for Sale,2017,Petrol,660 cc,Automatic,Lahore,PKR 17.5 lacs
344,Daihatsu Charade  1986 CX Turbo for Sale,1986,Petrol,1000 cc,Manual,Peshawar,PKR 4.2 lacs
345,Honda Civic  2018  for Sale,2018,Petrol,1800 cc,Automatic,Islamabad,PKR 36.9 lacs
346,Honda City  2020 Aspire Prosmatec 1.5 i-VTEC f...,2020,Petrol,1500 cc,Automatic,Hyderabad,PKR 32.5 lacs
347,Honda Civic Eagle Eye 2005 VTi Oriel 1.6 for Sale,2005,Petrol,1600 cc,Manual,Nowshera,PKR 18 lacs
348,Honda Vezel  2014 Hybrid Z for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 36 lacs
349,Toyota Camry  2019 High Grade for Sale,2019,Petrol,2500 cc,Automatic,Islamabad,PKR 1.55 crore
350,Toyota Corolla  2015 GLi 1.3 VVTi for Sale,2015,Petrol,1300 cc,Manual,Rawalpindi,PKR 25.9 lacs
351,Audi e-tron  2021  for Sale,2021,Electric,95.0 kWh,Automatic,Lahore,PKR 2.65 crore
352,Lexus RX Series  2017 450H for Sale,2017,Petrol,3500 cc,Automatic,Lahore,PKR 2.32 crore
353,Mercedes Benz C Class  2008 C200 for Sale,2008,Petrol,1800 cc,Automatic,Lahore,PKR 45.5 lacs
354,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Lahore,PKR 52.5 lacs
355,Toyota Vitz  2002 FL 1.0 for Sale,2002,Petrol,1000 cc,Automatic,Lahore,PKR 15.95 lacs
356,Suzuki Cultus  2016 EURO II for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 12.9 lacs
357,Mercedes Benz E Class  2018 E200 Exclusive for...,2018,Petrol,2000 cc,Automatic,Lahore,PKR 2 crore
358,Mercedes Benz E Class Estate  2010 E 350 4MATI...,2010,Petrol,3799 cc,Automatic,Lahore,PKR 72 lacs
359,Mercedes Benz S Class  2004  for Sale,2004,Petrol,3500 cc,Automatic,Lahore,PKR 50 lacs
360,Changan Alsvin  2022 1.5L DCT Lumiere for Sale,2022,Petrol,1500 cc,Automatic,Khanewal,PKR 31 lacs
361,Honda Civic  2022  for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,PKR 60.25 lacs
362,Honda BR-V  2018 i-VTEC S for Sale,2018,Petrol,1500 cc,Automatic,Karachi,PKR 33.49 lacs
363,Suzuki Wagon R  2011 Limited for Sale,2011,Petrol,660 cc,Automatic,Islamabad,PKR 13.4 lacs
364,Honda City  2012 1.3 i-VTEC for Sale,2012,Petrol,1300 cc,Manual,Islamabad,PKR 20.3 lacs
365,Suzuki Alto  2008 VXR (CNG) for Sale,2008,Petrol,1000 cc,Manual,Lahore,PKR 8.5 lacs
366,Toyota Vitz  1999 F 1.0 for Sale,1999,Petrol,1000 cc,Automatic,Peshawar,PKR 11.9 lacs
367,KIA Stonic  2022 EX+ for Sale,2022,Petrol,1400 cc,Automatic,Faisalabad,PKR 46.3 lacs
368,Honda Civic  2022 Oriel Prosmatec UG for Sale,2022,Petrol,1800 cc,Automatic,Faisalabad,PKR 52 lacs
369,Suzuki Wagon R  2017 FX Limited for Sale,2017,Petrol,660 cc,Automatic,Lahore,PKR 17.5 lacs
370,Daihatsu Charade  1986 CX Turbo for Sale,1986,Petrol,1000 cc,Manual,Peshawar,PKR 4.2 lacs
371,Honda Civic  2018  for Sale,2018,Petrol,1800 cc,Automatic,Islamabad,PKR 36.9 lacs
372,Honda City  2020 Aspire Prosmatec 1.5 i-VTEC f...,2020,Petrol,1500 cc,Automatic,Hyderabad,PKR 32.5 lacs
373,Honda Civic Eagle Eye 2005 VTi Oriel 1.6 for Sale,2005,Petrol,1600 cc,Manual,Nowshera,PKR 18 lacs
374,Honda Vezel  2014 Hybrid Z for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 36 lacs
375,Toyota Camry  2019 High Grade for Sale,2019,Petrol,2500 cc,Automatic,Islamabad,PKR 1.55 crore
376,Toyota Corolla  2015 GLi 1.3 VVTi for Sale,2015,Petrol,1300 cc,Manual,Rawalpindi,PKR 25.9 lacs
377,Suzuki Alto  2014 ECO-L for Sale,2014,Petrol,660 cc,Automatic,Gujranwala,PKR 14.5 lacs
378,Audi e-tron  2021  for Sale,2021,Electric,95.0 kWh,Automatic,Lahore,PKR 2.65 crore
379,Lexus RX Series  2017 450H for Sale,2017,Petrol,3500 cc,Automatic,Lahore,PKR 2.32 crore
380,Mercedes Benz C Class  2008 C200 for Sale,2008,Petrol,1800 cc,Automatic,Lahore,PKR 45.5 lacs
381,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Lahore,PKR 52.5 lacs
382,Toyota Vitz  2002 FL 1.0 for Sale,2002,Petrol,1000 cc,Automatic,Lahore,PKR 15.95 lacs
383,Suzuki Cultus  2016 EURO II for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 12.9 lacs
384,Mercedes Benz E Class  2018 E200 Exclusive for...,2018,Petrol,2000 cc,Automatic,Lahore,PKR 2 crore
385,Mercedes Benz E Class Estate  2010 E 350 4MATI...,2010,Petrol,3799 cc,Automatic,Lahore,PKR 72 lacs
386,Mercedes Benz S Class  2004  for Sale,2004,Petrol,3500 cc,Automatic,Lahore,PKR 50 lacs
387,Changan Alsvin  2022 1.5L DCT Lumiere for Sale,2022,Petrol,1500 cc,Automatic,Khanewal,PKR 31 lacs
388,Honda Civic  2022  for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,PKR 60.25 lacs
389,Honda BR-V  2018 i-VTEC S for Sale,2018,Petrol,1500 cc,Automatic,Karachi,PKR 33.49 lacs
390,Suzuki Wagon R  2011 Limited for Sale,2011,Petrol,660 cc,Automatic,Islamabad,PKR 13.4 lacs
391,Honda City  2012 1.3 i-VTEC for Sale,2012,Petrol,1300 cc,Manual,Islamabad,PKR 20.3 lacs
392,Suzuki Alto  2008 VXR (CNG) for Sale,2008,Petrol,1000 cc,Manual,Lahore,PKR 8.5 lacs
393,Toyota Vitz  1999 F 1.0 for Sale,1999,Petrol,1000 cc,Automatic,Peshawar,PKR 11.9 lacs
394,KIA Stonic  2022 EX+ for Sale,2022,Petrol,1400 cc,Automatic,Faisalabad,PKR 46.3 lacs
395,Honda Civic  2022 Oriel Prosmatec UG for Sale,2022,Petrol,1800 cc,Automatic,Faisalabad,PKR 52 lacs
396,Suzuki Wagon R  2017 FX Limited for Sale,2017,Petrol,660 cc,Automatic,Lahore,PKR 17.5 lacs
397,Daihatsu Charade  1986 CX Turbo for Sale,1986,Petrol,1000 cc,Manual,Peshawar,PKR 4.2 lacs
398,Honda Civic  2018  for Sale,2018,Petrol,1800 cc,Automatic,Islamabad,PKR 36.9 lacs
399,Honda City  2020 Aspire Prosmatec 1.5 i-VTEC f...,2020,Petrol,1500 cc,Automatic,Hyderabad,PKR 32.5 lacs
400,Honda Civic Eagle Eye 2005 VTi Oriel 1.6 for Sale,2005,Petrol,1600 cc,Manual,Nowshera,PKR 18 lacs
401,Honda Vezel  2014 Hybrid Z for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 36 lacs
402,Toyota Camry  2019 High Grade for Sale,2019,Petrol,2500 cc,Automatic,Islamabad,PKR 1.55 crore
403,Toyota Corolla  2015 GLi 1.3 VVTi for Sale,2015,Petrol,1300 cc,Manual,Rawalpindi,PKR 25.9 lacs
404,Suzuki Alto  2014 ECO-L for Sale,2014,Petrol,660 cc,Automatic,Gujranwala,PKR 14.5 lacs
405,Toyota Vitz  2018 F 1.0 for Sale,2018,Petrol,1000 cc,Automatic,Karachi,PKR 30.75 lacs
406,Audi e-tron  2021  for Sale,2021,Electric,95.0 kWh,Automatic,Lahore,PKR 2.65 crore
407,Lexus RX Series  2017 450H for Sale,2017,Petrol,3500 cc,Automatic,Lahore,PKR 2.32 crore
408,Mercedes Benz C Class  2008 C200 for Sale,2008,Petrol,1800 cc,Automatic,Lahore,PKR 45.5 lacs
409,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Lahore,PKR 52.5 lacs
410,Toyota Vitz  2002 FL 1.0 for Sale,2002,Petrol,1000 cc,Automatic,Lahore,PKR 15.95 lacs
411,Suzuki Cultus  2016 EURO II for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 12.9 lacs
412,Mercedes Benz E Class  2018 E200 Exclusive for...,2018,Petrol,2000 cc,Automatic,Lahore,PKR 2 crore
413,Mercedes Benz E Class Estate  2010 E 350 4MATI...,2010,Petrol,3799 cc,Automatic,Lahore,PKR 72 lacs
414,Mercedes Benz S Class  2004  for Sale,2004,Petrol,3500 cc,Automatic,Lahore,PKR 50 lacs
415,Changan Alsvin  2022 1.5L DCT Lumiere for Sale,2022,Petrol,1500 cc,Automatic,Khanewal,PKR 31 lacs
416,Honda Civic  2022  for Sale,2022,Petrol,1500 cc,Automatic,Islamabad,PKR 60.25 lacs
417,Honda BR-V  2018 i-VTEC S for Sale,2018,Petrol,1500 cc,Automatic,Karachi,PKR 33.49 lacs
418,Suzuki Wagon R  2011 Limited for Sale,2011,Petrol,660 cc,Automatic,Islamabad,PKR 13.4 lacs
419,Honda City  2012 1.3 i-VTEC for Sale,2012,Petrol,1300 cc,Manual,Islamabad,PKR 20.3 lacs
420,Suzuki Alto  2008 VXR (CNG) for Sale,2008,Petrol,1000 cc,Manual,Lahore,PKR 8.5 lacs
421,Toyota Vitz  1999 F 1.0 for Sale,1999,Petrol,1000 cc,Automatic,Peshawar,PKR 11.9 lacs
422,KIA Stonic  2022 EX+ for Sale,2022,Petrol,1400 cc,Automatic,Faisalabad,PKR 46.3 lacs
423,Honda Civic  2022 Oriel Prosmatec UG for Sale,2022,Petrol,1800 cc,Automatic,Faisalabad,PKR 52 lacs
424,Suzuki Wagon R  2017 FX Limited for Sale,2017,Petrol,660 cc,Automatic,Lahore,PKR 17.5 lacs
425,Daihatsu Charade  1986 CX Turbo for Sale,1986,Petrol,1000 cc,Manual,Peshawar,PKR 4.2 lacs
426,Honda Civic  2018  for Sale,2018,Petrol,1800 cc,Automatic,Islamabad,PKR 36.9 lacs
427,Honda City  2020 Aspire Prosmatec 1.5 i-VTEC f...,2020,Petrol,1500 cc,Automatic,Hyderabad,PKR 32.5 lacs
428,Honda Civic Eagle Eye 2005 VTi Oriel 1.6 for Sale,2005,Petrol,1600 cc,Manual,Nowshera,PKR 18 lacs
429,Honda Vezel  2014 Hybrid Z for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 36 lacs
430,Toyota Camry  2019 High Grade for Sale,2019,Petrol,2500 cc,Automatic,Islamabad,PKR 1.55 crore
431,Toyota Corolla  2015 GLi 1.3 VVTi for Sale,2015,Petrol,1300 cc,Manual,Rawalpindi,PKR 25.9 lacs
432,Suzuki Alto  2014 ECO-L for Sale,2014,Petrol,660 cc,Automatic,Gujranwala,PKR 14.5 lacs
433,Toyota Vitz  2018 F 1.0 for Sale,2018,Petrol,1000 cc,Automatic,Karachi,PKR 30.75 lacs
434,Toyota Corolla  2015 Altis Grande CVT-i 1.8 fo...,2015,Petrol,1800 cc,Automatic,Islamabad,PKR 31.5 lacs
435,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
436,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
437,Toyota Corolla Fielder  2014 Hybrid G  WB  for...,2014,Petrol,1500 cc,Automatic,Peshawar,PKR 34 lacs
438,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
439,Toyota Corolla Fielder  2014 Hybrid G  WB  for...,2014,Petrol,1500 cc,Automatic,Peshawar,PKR 34 lacs
440,Toyota Hilux  2020 Revo V Automatic 2.8 for Sale,2020,Diesel,2800 cc,Automatic,Peshawar,PKR 83 lacs
441,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
442,Toyota Corolla Fielder  2014 Hybrid G  WB  for...,2014,Petrol,1500 cc,Automatic,Peshawar,PKR 34 lacs
443,Toyota Hilux  2020 Revo V Automatic 2.8 for Sale,2020,Diesel,2800 cc,Automatic,Peshawar,PKR 83 lacs
444,Toyota Yaris  2021 ATIV X CVT 1.5 for Sale,2021,Petrol,1500 cc,Automatic,Multan,PKR 32.65 lacs
445,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
446,Toyota Corolla Fielder  2014 Hybrid G  WB  for...,2014,Petrol,1500 cc,Automatic,Peshawar,PKR 34 lacs
447,Toyota Hilux  2020 Revo V Automatic 2.8 for Sale,2020,Diesel,2800 cc,Automatic,Peshawar,PKR 83 lacs
448,Toyota Yaris  2021 ATIV X CVT 1.5 for Sale,2021,Petrol,1500 cc,Automatic,Multan,PKR 32.65 lacs
449,Mercedes Benz E Class 4th (W212) Generation 20...,2011,Petrol,2000 cc,Automatic,Peshawar,PKR 75 lacs
450,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
451,Toyota Corolla Fielder  2014 Hybrid G  WB  for...,2014,Petrol,1500 cc,Automatic,Peshawar,PKR 34 lacs
452,Toyota Hilux  2020 Revo V Automatic 2.8 for Sale,2020,Diesel,2800 cc,Automatic,Peshawar,PKR 83 lacs
453,Toyota Yaris  2021 ATIV X CVT 1.5 for Sale,2021,Petrol,1500 cc,Automatic,Multan,PKR 32.65 lacs
454,Mercedes Benz E Class 4th (W212) Generation 20...,2011,Petrol,2000 cc,Automatic,Peshawar,PKR 75 lacs
455,Toyota Surf  2000 SSR-G 3.4 for Sale,2000,Petrol,3400 cc,Automatic,Peshawar,PKR 47 lacs
456,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
